id,title,poster_url,year,duration,age_rating,star_rating,num_ratings,description,preprocessed_description
1448,The Wicker Man,"https://m.media-amazon.com/images/M/MV5BMzQ2YWYzOWItYmU4OS00OTgyLWI4M2YtMmQ2ZDc5NzRhNDA5XkEyXkFqcGdeQXVyNDE0OTU3NDY@._V1_QL75_UX280_CR0,0,280,414_.jpg",1973,1h 28m,R,7.5,93K,"A puritan police sergeant arrives in a Scottish island village in search of a missing girl, who the pagan locals claim never existed.","puritan police sergeant arrives Scottish island village search missing girl , pagan locals claim existed ."
1449,Blood Simple,"https://m.media-amazon.com/images/M/MV5BZmI5YzM1MjItMzFmNy00NGFkLThlMDUtZjZmYTZkM2QxMjU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX280_CR0,6,280,414_.jpg",1984,1h 39m,R,7.5,106K,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies, and mischief ensues after he devises a plot to have them murdered.","owner seedy small - town Texas bar discovers employees having affair wife . chaotic chain misunderstandings , lies , mischief ensues devises plot murdered ."
1450,BlacKkKlansman,"https://m.media-amazon.com/images/M/MV5BMjUyOTE1NjI0OF5BMl5BanBnXkFtZTgwMTM4ODQ5NTM@._V1_QL75_UX280_CR0,0,280,414_.jpg",2018,2h 15m,R,7.5,293K,"Ron Stallworth, an African American police officer from Colorado Springs, Colorado, successfully infiltrates the local Ku Klux Klan branch aided by a Jewish surrogate who eventually becomes its leader. Based on actual events.","Ron Stallworth , African American police officer Colorado Springs , Colorado , successfully infiltrates local Ku Klux Klan branch aided Jewish surrogate eventually leader . Based actual events ."
1451,Fear and Loathing in Las Vegas,"https://m.media-amazon.com/images/M/MV5BY2RkY2M2N2QtZGY5ZS00YmVjLThmNTItY2ZkM2JlYmFhZWQyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY414_CR0,0,280,414_.jpg",1998,1h 58m,R,7.5,303K,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,oddball journalist psychopathic lawyer travel Las Vegas series psychedelic escapades .
1452,Sideways,"https://m.media-amazon.com/images/M/MV5BMTU0Mjg3MzkxOV5BMl5BanBnXkFtZTYwNDU1OTY3._V1_QL75_UX280_CR0,9,280,414_.jpg",2004,2h 7m,R,7.5,205K,"Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.","men reaching middle age not disappointment embark week - long road trip California wine country , trip aisle ."
1453,King Richard,"https://m.media-amazon.com/images/M/MV5BYTcyNmY4ZGEtYmE4Zi00ZDViLTlmYzMtMmQ4ZTM4OWNmZjQxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2021,2h 24m,PG-13,7.5,139K,A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard.,look tennis superstars Venus Serena Williams coaching father Richard .
1454,Brooklyn,"https://m.media-amazon.com/images/M/MV5BMzE4MDk5NzEyOV5BMl5BanBnXkFtZTgwNDM4NDA3NjE@._V1_QL75_UX280_CR0,0,280,414_.jpg",2015,1h 57m,PG-13,7.5,151K,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.","Irish immigrant lands 1950s Brooklyn , quickly falls romance local . past catches , , choose countries lives exist ."
1455,"I, Tonya","https://m.media-amazon.com/images/M/MV5BMjI5MDY1NjYzMl5BMl5BanBnXkFtZTgwNjIzNDAxNDM@._V1_QL75_UX280_CR0,0,280,414_.jpg",2017,1h 59m,R,7.5,244K,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.","Competitive ice skater Tonya Harding rises ranks U.S. Figure Skating Championships , future activity thrown doubt ex - husband intervenes ."
1456,"The Adventures of Priscilla, Queen of the Desert","https://m.media-amazon.com/images/M/MV5BMTc5MDU1NzcyN15BMl5BanBnXkFtZTcwMDA0ODYyNA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1994,1h 44m,R,7.5,56K,Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.,drag performers transgender woman travel desert perform unique style cabaret .
1457,Miss Sloane,"https://m.media-amazon.com/images/M/MV5BMTAyODY4Njc4MjBeQTJeQWpwZ15BbWU4MDI0NTIzMDAy._V1_QL75_UX280_CR0,1,280,414_.jpg",2016,2h 12m,R,7.5,83K,"In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a price.","high - stakes world political power - brokers , Elizabeth Sloane sought formidable lobbyist D.C. taking powerful opponent career , finds winning come high price ."
1458,Contact,"https://m.media-amazon.com/images/M/MV5BYWNkYmFiZjUtYmI3Ni00NzIwLTkxZjktN2ZkMjdhMzlkMDc3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX280_CR0,1,280,414_.jpg",1997,2h 30m,PG,7.5,294K,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.","Dr. Ellie Arroway , years searching , finds conclusive radio proof extraterrestrial intelligence , sending plans mysterious machine ."
1459,The Piano Teacher,"https://m.media-amazon.com/images/M/MV5BZWU3MmZlMDMtYzcwZS00YjNiLWFmYTUtNGMzMzg3ZjMzN2E2XkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_QL75_UY414_CR7,0,280,414_.jpg",2001,2h 11m,R,7.5,72K,A young man romantically pursues his masochistic piano teacher.,young man romantically pursues masochistic piano teacher .
1460,Perfume: The Story of a Murderer,"https://m.media-amazon.com/images/M/MV5BMTg2Mzk2NjkzNl5BMl5BanBnXkFtZTYwMzIzOTc2._V1_QL75_UX280_CR0,0,280,414_.jpg",2006,2h 27m,R,7.5,267K,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.","Jean - Baptiste Grenouille , born superior olfactory sense , creates world finest perfume . work , , takes dark turn searches ultimate scent ."
1461,The Aviator,"https://m.media-amazon.com/images/M/MV5BZTYzMjA2M2EtYmY1OC00ZWMxLThlY2YtZGI3MTQzOWM4YjE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,1,280,414_.jpg",2004,2h 50m,PG-13,7.5,385K,A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,biopic depicting early years legendary director aviator Howard Hughes ' career late 1920s mid 1940s .
1462,Boiling Point,"https://m.media-amazon.com/images/M/MV5BZTA0Nzc4MzMtZDkxZi00MzBjLWJlNWYtNGFjMTM1NjYzMGQ1XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UY414_CR5,0,280,414_.jpg",2021,1h 32m,R,7.5,43K,Enter the relentless pressure of a restaurant kitchen as a head chef wrangles his team on the busiest day of the year.,Enter relentless pressure restaurant kitchen head chef wrangles team busiest day year .
1463,The Hate U Give,"https://m.media-amazon.com/images/M/MV5BZDVkMWJiMzUtNjQyOS00MGVmLWJhYmMtN2IxYzU4MjY3MDRmXkEyXkFqcGdeQXVyNzA5NjIzODk@._V1_QL75_UX280_CR0,0,280,414_.jpg",2018,2h 13m,PG-13,7.5,40K,"Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right.","Starr witnesses fatal shooting childhood best friend Khalil hands police officer . , facing pressure sides community , Starr find voice stand right ."
1464,Nimona,"https://m.media-amazon.com/images/M/MV5BNDJkNzQzODQtM2Q0MC00MWE4LTlkMjMtNWZmZWQyMTYwZGRmXkEyXkFqcGdeQXVyMTY1MTAyOTk1._V1_QL75_UX280_CR0,3,280,414_.jpg",2023,1h 41m,PG,7.5,50K,"When a knight in a futuristic medieval world is framed for a crime he didn't commit, the only one who can help him prove his innocence is Nimona -- a mischievous teen who happens to be a shapeshifting creature he's sworn to destroy.","knight futuristic medieval world framed crime commit , help prove innocence Nimona -- mischievous teen happens shapeshifting creature sworn destroy ."
1465,Secondhand Lions,"https://m.media-amazon.com/images/M/MV5BMDExNDM3OGQtYjI3ZC00MmE0LWE0OGEtMzgxZDY2MDE1MDFjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY414_CR4,0,280,414_.jpg",2003,1h 49m,PG,7.5,62K,"Fourteen-year-old Walter Caldwell's irresponsible mother Mae sends him to live with his bachelor uncles, Hub and Garth, so that she can go on yet another husband-hunting trip.","Fourteen - year - old Walter Caldwell irresponsible mother Mae sends live bachelor uncles , Hub Garth , husband - hunting trip ."
1466,The Producers,"https://m.media-amazon.com/images/M/MV5BMzYwYWNhOTUtNDdhMi00NDg0LThlM2UtNWM1NjEwMzE0OWIzXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX280_CR0,6,280,414_.jpg",1967,1h 28m,PG,7.5,60K,A stage-play producer devises a plan to make money by producing a sure-fire flop.,stage - play producer devises plan money producing sure - fire flop .
1467,The Hurt Locker,"https://m.media-amazon.com/images/M/MV5BYWYxZjU2MmQtMmMzYi00ZWUwLTg2ZWQtMDExZTVlYjM3ZWM1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",2008,2h 11m,R,7.5,475K,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.","Iraq War , Sergeant recently assigned army bomb squad odds squad mates maverick way handling work ."
1468,Funny Games,"https://m.media-amazon.com/images/M/MV5BM2ZhZDlmZDMtMDk5OC00YjhiLTgxOTAtYWEwMzhiMjJhMmEwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY414_CR6,0,280,414_.jpg",1997,1h 48m,Not Rated,7.5,85K,"Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.","violent young men mother , father , son hostage vacation cabin force play sadistic "" games "" amusement ."
1469,A Simple Plan,"https://m.media-amazon.com/images/M/MV5BOTAxZGRjYmUtZDQ5Ny00NWFhLThjZTUtNmVlOTIzMzQ4NDBiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,1,280,414_.jpg",1998,2h 1m,R,7.5,77K,"Three blue-collar acquaintances come across millions of dollars in lost cash and make a plan to keep their find from the authorities, but it isn't long before complications and mistrust weave their way into the plan.","blue - collar acquaintances come millions dollars lost cash plan find authorities , long complications mistrust weave way plan ."
1470,Midnight Run,"https://m.media-amazon.com/images/M/MV5BZGIwM2JhNmQtYzQ5ZC00NzdkLTgwZjItMDRiN2QxM2ViMzk0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX280_CR0,6,280,414_.jpg",1988,2h 6m,R,7.5,95K,"A bounty hunter pursues a former Mafia accountant who is also being chased by a rival bounty hunter, the F.B.I., and his old mob boss after jumping bail.","bounty hunter pursues Mafia accountant chased rival bounty hunter , F.B.I. , old mob boss jumping bail ."
1471,Boys Don't Cry,"https://m.media-amazon.com/images/M/MV5BZjljNjI3YzUtMDNlNS00MjE5LThhYzktODU4NjJkYzk0ZGY2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,2,280,414_.jpg",1999,1h 58m,R,7.5,104K,"A young man named Brandon Teena navigates love, life, and being transgender in rural Nebraska.","young man named Brandon Teena navigates love , life , transgender rural Nebraska ."
1472,42,"https://m.media-amazon.com/images/M/MV5BMTQwMDU4MDI3MV5BMl5BanBnXkFtZTcwMjU1NDgyOQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2013,2h 8m,PG-13,7.5,103K,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.","1947 , Jackie Robinson African - American play Major League Baseball modern era signed Brooklyn Dodgers faces considerable racism process ."
1473,Richard Jewell,"https://m.media-amazon.com/images/M/MV5BOTFlODg1MTEtZTJhOC00OTY1LWE0YzctZjRlODdkYWY5ZDM4XkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_QL75_UX280_CR0,0,280,414_.jpg",2019,2h 11m,R,7.5,98K,"Security guard Richard Jewell is an instant hero after foiling a bomb attack at the 1996 Atlanta Olympics, but his life becomes a nightmare when the FBI leaks to the media that he is a suspect in the case.","Security guard Richard Jewell instant hero foiling bomb attack 1996 Atlanta Olympics , life nightmare FBI leaks media suspect case ."
1474,127 Hours,"https://m.media-amazon.com/images/M/MV5BMTc2NjMzOTE3Ml5BMl5BanBnXkFtZTcwMDE0OTc5Mw@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2010,1h 34m,R,7.5,403K,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.","mountain climber trapped boulder canyoneering near Moab , Utah resorts desperate measures order survive ."
1475,Hugo,"https://m.media-amazon.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2011,2h 6m,PG,7.5,338K,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.","1931 Paris , orphan living walls train station gets wrapped mystery involving late father automaton ."
1476,Blow,"https://m.media-amazon.com/images/M/MV5BYjg5ZDkzZWEtZDQ2ZC00Y2ViLThhMzYtMmIxZDYzYTY2Y2Y2XkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_QL75_UY414_CR5,0,280,414_.jpg",2001,2h 4m,R,7.5,276K,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.","story George Jung , Medellín Cartel headed Pablo Escobar , established American cocaine market 1970s United States ."
1477,The Assassination of Jesse James by the Coward Robert Ford,"https://m.media-amazon.com/images/M/MV5BMTY2NDI2MTc2NV5BMl5BanBnXkFtZTcwNjA2NTQzMw@@._V1_QL75_UY414_CR0,0,280,414_.jpg",2007,2h 40m,R,7.5,193K,"Robert Ford, who has idolized Jesse James since childhood, tries hard to join the resurgent gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.","Robert Ford , idolized Jesse James childhood , tries hard join resurgent gang Missouri outlaw , gradually resentful bandit leader ."
1478,Munich,"https://m.media-amazon.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2005,2h 44m,R,7.5,239K,"After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day.","Black September capture massacre Israeli athletes 1972 Olympics , men chosen eliminate people responsible fateful day ."
1479,Leaving Las Vegas,"https://m.media-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1995,1h 51m,R,7.5,135K,"Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","Ben Sanderson , Hollywood screenwriter lost alcoholism , arrives Las Vegas drink death . , meets forms uneasy friendship non - interference pact prostitute Sera ."
1480,We Need to Talk About Kevin,"https://m.media-amazon.com/images/M/MV5BMjE0NDE0MjYxNF5BMl5BanBnXkFtZTcwNjM2NTY5Ng@@._V1_QL75_UY414_CR2,0,280,414_.jpg",2011,1h 52m,R,7.5,169K,"Kevin's mother struggles to love her strange child despite the increasingly dangerous things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.","Kevin mother struggles love strange child despite increasingly dangerous things says grows . Kevin getting started , final act imagined ."
1481,A Fish Called Wanda,"https://m.media-amazon.com/images/M/MV5BNTQ0ODhiNjEtMDFiYi00NmZhLWJkMzQtNTBkOGQwOTliZDAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",1988,1h 48m,R,7.5,155K,"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool a very proper barrister.","London , different people team jewel heist , try double - cross loot , complicated efforts fool proper barrister ."
1482,National Lampoon's Christmas Vacation,"https://m.media-amazon.com/images/M/MV5BOWM5NDNiMmItOWJiZC00NDVmLWE5MGEtMGE5NzcxMTY3ODYwXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX280_CR0,2,280,414_.jpg",1989,1h 37m,PG-13,7.5,221K,The Griswold family's plans for a big family Christmas predictably turn into a big disaster.,Griswold family plans big family Christmas predictably turn big disaster .
1483,The Piano,"https://m.media-amazon.com/images/M/MV5BMWVkNzg3NDktOTFmMi00YjU2LTk0MzMtYTVjZjRiYTliZDkzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX280_CR0,0,280,414_.jpg",1993,2h 1m,R,7.5,96K,"In the mid-19th century a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a farmer, but is soon lusted after by a farm worker.","mid-19th century mute woman sent New Zealand young daughter prized piano arranged marriage farmer , soon lusted farm worker ."
1484,Dead Man's Shoes,"https://m.media-amazon.com/images/M/MV5BMTI5Mzk1MDc2M15BMl5BanBnXkFtZTcwMjIzMDA0MQ@@._V1_QL75_UY414_CR1,0,280,414_.jpg",2004,1h 30m,Not Rated,7.5,59K,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,disaffected soldier returns hometown thugs brutalized mentally - challenged brother years ago .
1485,Wallace & Gromit: The Curse of the Were-Rabbit,"https://m.media-amazon.com/images/M/MV5BZmExY2Y3NGQtMzg5ZC00MGY1LTk3ZjktNWYyYzYwMTA1MTUwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY414_CR2,0,280,414_.jpg",2005,1h 25m,G,7.5,147K,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.","Wallace loyal dog , Gromit , set discover mystery garden sabotage plagues village threatens annual giant vegetable growing contest ."
1486,It's a Mad Mad Mad Mad World,"https://m.media-amazon.com/images/M/MV5BN2YyYjUzYmMtZDNmMy00ODRmLWExOTYtMzg5NzQ5NzZhNjA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX280_CR0,7,280,414_.jpg",1963,3h 30m,Approved,7.5,46K,"A group of motorists witnesses a car crash in the California desert, and after the driver's dying words indicate the location of a hidden stash of loot, they turn against each in a race across the state to get to it.","group motorists witnesses car crash California desert , driver dying words indicate location hidden stash loot , turn race state ."
